code_station;date_observation;debit_moyen_journalier;code_crue
O198431001;1977-05-24;11200 [m3/s];1977
O198431001;1977-05-25;54000 [m3/s];1977
O198431001;1977-05-26;43400 [m3/s];1977
O198431001;1977-05-27;40400 [m3/s];1977
O198431001;1977-05-28;15500 [m3/s];1977
O198431001;1977-05-29;9950 [m3/s];1977
O198431001;1977-05-30;7500 [m3/s];1977
O198431001;1977-05-31;6200 [m3/s];1977
O198431001;1977-06-01;14600 [m3/s];1977
O198431001;1977-06-02;10400 [m3/s];1977
O198431001;1977-06-03;9950 [m3/s];1977
O198431001;1977-06-04;6200 [m3/s];1977
O198431001;1977-06-05;5150 [m3/s];1977
O198431001;1977-06-06;4660 [m3/s];1977
O198431001;1977-06-07;4340 [m3/s];1977
O198431001;1977-06-08;4340 [m3/s];1977
O198431001;1977-06-09;4500 [m3/s];1977
O198431001;1977-06-10;4180 [m3/s];1977
O198431001;1977-06-11;4340 [m3/s];1977
O198431001;1977-06-12;4180 [m3/s];1977
O198431001;1977-06-13;4340 [m3/s];1977
O198431001;1977-06-14;3700 [m3/s];1977
O198431001;1977-06-15;4180 [m3/s];1977
O198431001;1977-06-16;3320 [m3/s];1977
O198431001;1977-06-17;3200 [m3/s];1977
O198431001;1977-06-18;3450 [m3/s];1977
O198431001;1977-06-19;3570 [m3/s];1977
O198431001;1977-06-20;3570 [m3/s];1977
O198431001;1977-06-21;10200 [m3/s];1977
O198431001;1977-06-22;4500 [m3/s];1977
O198431001;1977-06-23;4340 [m3/s];1977
O198431001;1977-06-24;4180 [m3/s];1977
O198431001;1977-06-25;3700 [m3/s];1977
O198431001;1977-06-26;3450 [m3/s];1977
O198431001;1977-06-27;3320 [m3/s];1977
O198431001;1977-06-28;3070 [m3/s];1977
O198431001;1977-06-29;3860 [m3/s];1977
O198431001;1977-06-30;7700 [m3/s];1977
O198431001;1977-07-01;4180 [m3/s];1977
O198431001;1977-07-02;3450 [m3/s];1977
O198431001;1977-07-03;3320 [m3/s];1977
O198431001;1977-07-04;4660 [m3/s];1977
O198431001;1977-07-05;3570 [m3/s];1977
O198431001;1977-07-06;3070 [m3/s];1977
O198431001;1977-07-07;3070 [m3/s];1977
O198431001;1977-07-08;31900 [m3/s];1977
O198431001;1977-07-09;74000 [m3/s];1977
O198431001;1977-07-10;69500 [m3/s];1977
O198431001;1977-07-11;29200 [m3/s];1977
O198431001;1977-07-12;6400 [m3/s];1977
O198431001;1977-07-13;3320 [m3/s];1977
O198431001;1977-07-14;4340 [m3/s];1977
O198431001;1977-07-15;5500 [m3/s];1977
O198431001;1977-07-16;27100 [m3/s];1977
O198431001;1977-07-17;7100 [m3/s];1977
O198431001;1977-07-18;2950 [m3/s];1977
O198431001;1977-07-19;2120 [m3/s];1977
O198431001;1977-07-20;4020 [m3/s];1977
O198431001;1977-07-21;3570 [m3/s];1977
O198431001;1977-07-22;3320 [m3/s];1977
O198431001;1977-07-23;2820 [m3/s];1977
O198431001;1977-07-24;2570 [m3/s];1977
O198431001;1977-07-25;2700 [m3/s];1977
O198431001;1977-07-26;2450 [m3/s];1977
O198431001;1977-07-27;2340 [m3/s];1977
O198431001;1977-07-28;2120 [m3/s];1977
O198431001;1977-07-29;2570 [m3/s];1977
O198431001;1977-07-30;15700 [m3/s];1977
O198431001;1977-07-31;20200 [m3/s];1977
O198431001;1977-08-01;12100 [m3/s];1977
O198431001;1977-08-02;5850 [m3/s];1977
O198431001;1977-08-03;4020 [m3/s];1977
O198431001;1977-08-04;3320 [m3/s];1977
O198431001;1977-08-05;2950 [m3/s];1977
O198431001;1977-08-06;2700 [m3/s];1977
O198431001;1977-08-07;10800 [m3/s];1977
O198431001;1977-08-08;6750 [m3/s];1977
O198431001;1977-08-09;3700 [m3/s];1977
O198431001;1977-08-10;2950 [m3/s];1977
O198431001;1977-08-11;2700 [m3/s];1977
O198431001;1977-08-12;2450 [m3/s];1977
O198431001;1977-08-13;2340 [m3/s];1977
O198431001;1977-08-14;2230 [m3/s];1977
O198431001;1977-08-15;2120 [m3/s];1977
O198431001;1977-08-16;2120 [m3/s];1977
O198431001;1977-08-17;2230 [m3/s];1977
O198431001;1977-08-18;2340 [m3/s];1977
O198431001;1977-08-19;2120 [m3/s];1977
O198431001;1977-08-20;2120 [m3/s];1977
O198431001;1977-08-21;2120 [m3/s];1977
O198431001;1977-08-22;2120 [m3/s];1977
O198431001;1977-08-23;2120 [m3/s];1977
O198431001;1977-08-24;2010 [m3/s];1977
O198431001;1977-08-25;1900 [m3/s];1977
O198431001;1977-08-26;2230 [m3/s];1977
O198431001;1977-08-27;2340 [m3/s];1977
O198431001;1977-08-28;3570 [m3/s];1977
O198431001;1977-08-29;3450 [m3/s];1977
O198431001;1977-08-30;2820 [m3/s];1977
O198431001;1977-08-31;2570 [m3/s];1977
O198431001;1977-09-01;2340 [m3/s];1977
O198431001;1977-09-02;2340 [m3/s];1977
O198431001;1977-09-03;2120 [m3/s];1977
O198431001;1977-09-04;1900 [m3/s];1977
O198431001;1977-09-05;1900 [m3/s];1977
O198431001;1977-09-06;1800 [m3/s];1977
O198431001;1977-09-07;1400 [m3/s];1977
O198431001;1977-09-08;1240 [m3/s];1977
O198431001;1977-09-09;1000 [m3/s];1977
O198431001;1977-09-10;1240 [m3/s];1977
O198431001;1977-09-11;1320 [m3/s];1977
O198431001;1977-09-12;1240 [m3/s];1977
O198431001;1977-09-13;1080 [m3/s];1977
O198431001;1977-09-14;1240 [m3/s];1977
O198431001;1977-09-15;1400 [m3/s];1977
O198431001;1977-09-16;1240 [m3/s];1977
O198431001;1977-09-17;1160 [m3/s];1977
O198431001;1977-09-18;1240 [m3/s];1977
O198431001;1977-09-19;1240 [m3/s];1977
O198431001;1977-09-20;1400 [m3/s];1977
O198431001;1977-09-21;1700 [m3/s];1977
O198431001;1977-09-22;1600 [m3/s];1977
O198431001;1977-09-23;1500 [m3/s];1977
O198431001;1977-09-24;1500 [m3/s];1977
O198431001;1977-09-25;1320 [m3/s];1977
O198431001;1977-09-26;1400 [m3/s];1977
O198431001;1977-09-27;1700 [m3/s];1977
O198431001;1977-09-28;1400 [m3/s];1977
O198431001;1977-09-29;1500 [m3/s];1977
O198431001;1977-09-30;1240 [m3/s];1977
O198431001;1977-10-01;1500 [m3/s];1977
O198431001;1977-10-02;1500 [m3/s];1977
O198431001;1977-10-03;1600 [m3/s];1977
O198431001;1977-10-04;1600 [m3/s];1977
O198431001;1977-10-05;1400 [m3/s];1977
O198431001;1977-10-06;1240 [m3/s];1977
O198431001;1977-10-07;1400 [m3/s];1977
O198431001;1977-10-08;1600 [m3/s];1977
O198431001;1977-10-09;1600 [m3/s];1977
O198431001;1977-10-10;1700 [m3/s];1977
O198431001;1977-10-11;1800 [m3/s];1977
O198431001;1977-10-12;1800 [m3/s];1977
O198431001;1977-10-13;1800 [m3/s];1977
O198431001;1977-10-14;1800 [m3/s];1977
O198431001;1977-10-15;1800 [m3/s];1977
O198431001;1977-10-16;1900 [m3/s];1977
O198431001;1977-10-17;2010 [m3/s];1977
O198431001;1977-10-18;1900 [m3/s];1977
O198431001;1977-10-19;1700 [m3/s];1977
O198431001;1977-10-20;2010 [m3/s];1977
O198431001;1977-10-21;1800 [m3/s];1977
O198431001;1977-10-22;1800 [m3/s];1977
O198431001;1977-10-23;2120 [m3/s];1977
O198431001;1977-10-24;2010 [m3/s];1977
O198431001;1977-10-25;2340 [m3/s];1977
O198431001;1977-10-26;2340 [m3/s];1977
O198431001;1977-10-27;2340 [m3/s];1977
O198431001;1977-10-28;2230 [m3/s];1977
O198431001;1977-10-29;2230 [m3/s];1977
O198431001;1977-10-30;2230 [m3/s];1977
O198431001;1977-10-31;2450 [m3/s];1977
O198431001;1977-11-01;2450 [m3/s];1977
O198431001;1977-11-02;2450 [m3/s];1977
O198431001;1977-11-03;2340 [m3/s];1977
O198431001;1977-11-04;2340 [m3/s];1977
O198431001;1977-11-05;2450 [m3/s];1977
O198431001;1977-11-06;2450 [m3/s];1977
O198431001;1977-11-07;2340 [m3/s];1977
O198431001;1977-11-08;2340 [m3/s];1977
O198431001;1977-11-09;2450 [m3/s];1977
O198431001;1977-11-10;2570 [m3/s];1977
O198431001;1977-11-11;2570 [m3/s];1977
O198431001;1977-11-12;2570 [m3/s];1977
O198431001;1977-11-13;2570 [m3/s];1977
O198431001;1977-11-14;2820 [m3/s];1977
O198431001;1977-11-15;3200 [m3/s];1977
O198431001;1977-11-16;3450 [m3/s];1977
O198431001;1977-11-17;3700 [m3/s];1977
O198431001;1977-11-18;3860 [m3/s];1977
O198431001;1977-11-19;3450 [m3/s];1977
O198431001;1977-11-20;2820 [m3/s];1977
O198431001;1977-11-21;2820 [m3/s];1977
O198431001;1977-11-22;2450 [m3/s];1977
O198431001;1977-11-23;2340 [m3/s];1977
O198431001;1977-11-24;2450 [m3/s];1977
O198431001;1977-11-25;2450 [m3/s];1977
O198431001;1977-11-26;2570 [m3/s];1977
O198431001;1977-11-27;2570 [m3/s];1977
O198431001;1977-11-28;2450 [m3/s];1977
O198431001;1977-11-29;2450 [m3/s];1977
O198431001;1977-11-30;2340 [m3/s];1977
O198431001;1977-12-01;2450 [m3/s];1977
O198431001;1977-12-02;2450 [m3/s];1977
O198431001;1977-12-03;2450 [m3/s];1977
O198431001;1977-12-04;2450 [m3/s];1977
O198431001;1977-12-05;2570 [m3/s];1977
O198431001;1977-12-06;2450 [m3/s];1977
O198431001;1977-12-07;2340 [m3/s];1977
O198431001;1977-12-08;2570 [m3/s];1977
O198431001;1977-12-09;2450 [m3/s];1977
O198431001;1977-12-10;2700 [m3/s];1977
O198431001;1977-12-11;2570 [m3/s];1977
O198431001;1977-12-12;2570 [m3/s];1977
O198431001;1977-12-13;2450 [m3/s];1977
O198431001;1977-12-14;2570 [m3/s];1977
O198431001;1977-12-15;2450 [m3/s];1977
O198431001;1977-12-16;2230 [m3/s];1977
O198431001;1977-12-17;2450 [m3/s];1977
O198431001;1977-12-18;2340 [m3/s];1977
O198431001;1977-12-19;2700 [m3/s];1977
O198431001;1977-12-20;2340 [m3/s];1977
O198431001;1977-12-21;2340 [m3/s];1977
O198431001;1977-12-22;2340 [m3/s];1977
O198431001;1977-12-23;2340 [m3/s];1977
O198431001;1977-12-24;2340 [m3/s];1977
O198431001;1977-12-25;2450 [m3/s];1977
O198431001;1977-12-26;2450 [m3/s];1977
O198431001;1977-12-27;2340 [m3/s];1977
O198431001;1977-12-28;2340 [m3/s];1977
O198431001;1977-12-29;2570 [m3/s];1977
O198431001;1977-12-30;2450 [m3/s];1977
O198431001;1977-12-31;2450 [m3/s];1977
O200001001;1977-01-01;134235 [m3/s];1977
O200001001;1977-01-02;163581 [m3/s];1977
O200001001;1977-01-03;139388 [m3/s];1977
O200001001;1977-01-04;157856 [m3/s];1977
O200001001;1977-01-05;134882 [m3/s];1977
O200001001;1977-01-06;131877 [m3/s];1977
O200001001;1977-01-07;134299 [m3/s];1977
O200001001;1977-01-08;183151 [m3/s];1977
O200001001;1977-01-09;158774 [m3/s];1977
O200001001;1977-01-10;126982 [m3/s];1977
O200001001;1977-01-11;139398 [m3/s];1977
O200001001;1977-01-12;138098 [m3/s];1977
O200001001;1977-01-13;131413 [m3/s];1977
O200001001;1977-01-14;129140 [m3/s];1977
O200001001;1977-01-15;146301 [m3/s];1977
O200001001;1977-01-16;123461 [m3/s];1977
O200001001;1977-01-17;108302 [m3/s];1977
O200001001;1977-01-18;124260 [m3/s];1977
O200001001;1977-01-19;126424 [m3/s];1977
O200001001;1977-01-20;139027 [m3/s];1977
O200001001;1977-01-21;135153 [m3/s];1977
O200001001;1977-01-22;129334 [m3/s];1977
O200001001;1977-01-23;117940 [m3/s];1977
O200001001;1977-01-24;112795 [m3/s];1977
O200001001;1977-01-25;129728 [m3/s];1977
O200001001;1977-01-26;130532 [m3/s];1977
O200001001;1977-01-27;148750 [m3/s];1977
O200001001;1977-01-28;145772 [m3/s];1977
O200001001;1977-01-29;148156 [m3/s];1977
O200001001;1977-01-30;140967 [m3/s];1977
O200001001;1977-01-31;121713 [m3/s];1977
O200001001;1977-02-01;141029 [m3/s];1977
O200001001;1977-02-02;132313 [m3/s];1977
O200001001;1977-02-03;131062 [m3/s];1977
O200001001;1977-02-04;130841 [m3/s];1977
O200001001;1977-02-05;132756 [m3/s];1977
O200001001;1977-02-06;120371 [m3/s];1977
O200001001;1977-02-07;109112 [m3/s];1977
O200001001;1977-02-08;117225 [m3/s];1977
O200001001;1977-02-09;126226 [m3/s];1977
O200001001;1977-02-10;167883 [m3/s];1977
O200001001;1977-02-11;179654 [m3/s];1977
O200001001;1977-02-12;161661 [m3/s];1977
O200001001;1977-02-13;133510 [m3/s];1977
O200001001;1977-02-14;115281 [m3/s];1977
O200001001;1977-02-15;128074 [m3/s];1977
O200001001;1977-02-16;140064 [m3/s];1977
O200001001;1977-02-17;138511 [m3/s];1977
O200001001;1977-02-18;140815 [m3/s];1977
O200001001;1977-02-19;134396 [m3/s];1977
O200001001;1977-02-20;123557 [m3/s];1977
O200001001;1977-02-21;135296 [m3/s];1977
O200001001;1977-02-22;161443 [m3/s];1977
O200001001;1977-02-23;146244 [m3/s];1977
O200001001;1977-02-24;138278 [m3/s];1977
O200001001;1977-02-25;161922 [m3/s];1977
O200001001;1977-02-26;145777 [m3/s];1977
O200001001;1977-02-27;120409 [m3/s];1977
O200001001;1977-02-28;110168 [m3/s];1977
O200001001;1977-03-01;146961 [m3/s];1977
O200001001;1977-03-02;146404 [m3/s];1977
O200001001;1977-03-03;134470 [m3/s];1977
O200001001;1977-03-04;130570 [m3/s];1977
O200001001;1977-03-05;133762 [m3/s];1977
O200001001;1977-03-06;124487 [m3/s];1977
O200001001;1977-03-07;108482 [m3/s];1977
O200001001;1977-03-08;126479 [m3/s];1977
O200001001;1977-03-09;142966 [m3/s];1977
O200001001;1977-03-10;138168 [m3/s];1977
O200001001;1977-03-11;133284 [m3/s];1977
O200001001;1977-03-12;140580 [m3/s];1977
O200001001;1977-03-13;140451 [m3/s];1977
O200001001;1977-03-14;114425 [m3/s];1977
O200001001;1977-03-15;130949 [m3/s];1977
O200001001;1977-03-16;117139 [m3/s];1977
O200001001;1977-03-17;114441 [m3/s];1977
O200001001;1977-03-18;115640 [m3/s];1977
O200001001;1977-03-19;124496 [m3/s];1977
O200001001;1977-03-20;116082 [m3/s];1977
O200001001;1977-03-21;108567 [m3/s];1977
O200001001;1977-03-22;120444 [m3/s];1977
O200001001;1977-03-23;115464 [m3/s];1977
O200001001;1977-03-24;148296 [m3/s];1977
O200001001;1977-03-25;137308 [m3/s];1977
O200001001;1977-03-26;129255 [m3/s];1977
O200001001;1977-03-27;124610 [m3/s];1977
O200001001;1977-03-28;138831 [m3/s];1977
O200001001;1977-03-29;228677 [m3/s];1977
O200001001;1977-03-30;202296 [m3/s];1977
O200001001;1977-03-31;185004 [m3/s];1977
O200001001;1977-04-01;185864 [m3/s];1977
O200001001;1977-04-02;220317 [m3/s];1977
O200001001;1977-04-03;223219 [m3/s];1977
O200001001;1977-04-04;228776 [m3/s];1977
O200001001;1977-04-05;217344 [m3/s];1977
O200001001;1977-04-06;204659 [m3/s];1977
O200001001;1977-04-07;202991 [m3/s];1977
O200001001;1977-04-08;251083 [m3/s];1977
O200001001;1977-04-09;239096 [m3/s];1977
O200001001;1977-04-10;215916 [m3/s];1977
O200001001;1977-04-11;216533 [m3/s];1977
O200001001;1977-04-12;379055 [m3/s];1977
O200001001;1977-04-13;419307 [m3/s];1977
O200001001;1977-04-14;352354 [m3/s];1977
O200001001;1977-04-15;341134 [m3/s];1977
O200001001;1977-04-16;310120 [m3/s];1977
O200001001;1977-04-17;286746 [m3/s];1977
O200001001;1977-04-18;333962 [m3/s];1977
O200001001;1977-04-19;374075 [m3/s];1977
O200001001;1977-04-20;375025 [m3/s];1977
O200001001;1977-04-21;356690 [m3/s];1977
O200001001;1977-04-22;308172 [m3/s];1977
O200001001;1977-04-23;311022 [m3/s];1977
O200001001;1977-04-24;309754 [m3/s];1977
O200001001;1977-04-25;296447 [m3/s];1977
O200001001;1977-04-26;307756 [m3/s];1977
O200001001;1977-04-27;333415 [m3/s];1977
O200001001;1977-04-28;338582 [m3/s];1977
O200001001;1977-04-29;430312 [m3/s];1977
O200001001;1977-04-30;379918 [m3/s];1977
O200001001;1977-05-01;290769 [m3/s];1977
O200001001;1977-05-02;252548 [m3/s];1977
O200001001;1977-05-03;321822 [m3/s];1977
O200001001;1977-05-04;706972 [m3/s];1977
O200001001;1977-05-05;708275 [m3/s];1977
O200001001;1977-05-06;426720 [m3/s];1977
O200001001;1977-05-07;371984 [m3/s];1977
O200001001;1977-05-08;346468 [m3/s];1977
O200001001;1977-05-09;327754 [m3/s];1977
O200001001;1977-05-10;320066 [m3/s];1977
O200001001;1977-05-11;313008 [m3/s];1977
O200001001;1977-05-12;322105 [m3/s];1977
O200001001;1977-05-13;387772 [m3/s];1977
O200001001;1977-05-14;324283 [m3/s];1977
O200001001;1977-05-15;295429 [m3/s];1977
O200001001;1977-05-16;274563 [m3/s];1977
O200001001;1977-05-17;373967 [m3/s];1977
O200001001;1977-05-18;700074 [m3/s];1977
O200001001;1977-05-19;2229132 [m3/s];1977
O200001001;1977-05-20;2706882 [m3/s];1977
O200001001;1977-05-21;1362870 [m3/s];1977
O200001001;1977-05-22;930805 [m3/s];1977
O200001001;1977-05-23;741834 [m3/s];1977
O200001001;1977-05-24;703184 [m3/s];1977
O200001001;1977-05-25;814150 [m3/s];1977
O200001001;1977-05-26;1576758 [m3/s];1977
O200001001;1977-05-27;1058446 [m3/s];1977
O200001001;1977-05-28;699650 [m3/s];1977
O200001001;1977-05-29;634142 [m3/s];1977
O200001001;1977-05-30;574601 [m3/s];1977
O200001001;1977-05-31;550721 [m3/s];1977
O200001001;1977-06-01;671257 [m3/s];1977
O200001001;1977-06-02;795768 [m3/s];1977
O200001001;1977-06-03;793073 [m3/s];1977
O200001001;1977-06-04;582061 [m3/s];1977
O200001001;1977-06-05;479358 [m3/s];1977
O200001001;1977-06-06;439420 [m3/s];1977
O200001001;1977-06-07;412761 [m3/s];1977
O200001001;1977-06-08;452555 [m3/s];1977
O200001001;1977-06-09;494495 [m3/s];1977
O200001001;1977-06-10;492675 [m3/s];1977
O200001001;1977-06-11;479797 [m3/s];1977
O200001001;1977-06-12;395333 [m3/s];1977
O200001001;1977-06-13;412163 [m3/s];1977
O200001001;1977-06-14;375285 [m3/s];1977
O200001001;1977-06-15;315951 [m3/s];1977
O200001001;1977-06-16;297470 [m3/s];1977
O200001001;1977-06-17;296190 [m3/s];1977
O200001001;1977-06-18;305491 [m3/s];1977
O200001001;1977-06-19;348131 [m3/s];1977
O200001001;1977-06-20;356260 [m3/s];1977
O200001001;1977-06-21;374737 [m3/s];1977
O200001001;1977-06-22;316099 [m3/s];1977
O200001001;1977-06-23;283453 [m3/s];1977
O200001001;1977-06-24;284054 [m3/s];1977
O200001001;1977-06-25;257081 [m3/s];1977
O200001001;1977-06-26;232215 [m3/s];1977
O200001001;1977-06-27;210323 [m3/s];1977
O200001001;1977-06-28;219497 [m3/s];1977
O200001001;1977-06-29;501138 [m3/s];1977
O200001001;1977-06-30;483033 [m3/s];1977
O200001001;1977-07-01;328927 [m3/s];1977
O200001001;1977-07-02;277672 [m3/s];1977
O200001001;1977-07-03;262027 [m3/s];1977
O200001001;1977-07-04;259436 [m3/s];1977
O200001001;1977-07-05;274260 [m3/s];1977
O200001001;1977-07-06;247935 [m3/s];1977
O200001001;1977-07-07;245701 [m3/s];1977
O200001001;1977-07-08;1181424 [m3/s];1977
O200001001;1977-07-09;1187231 [m3/s];1977
O200001001;1977-07-10;739040 [m3/s];1977
O200001001;1977-07-11;501208 [m3/s];1977
O200001001;1977-07-12;379239 [m3/s];1977
O200001001;1977-07-13;335673 [m3/s];1977
O200001001;1977-07-14;317589 [m3/s];1977
O200001001;1977-07-15;424180 [m3/s];1977
O200001001;1977-07-16;594593 [m3/s];1977
O200001001;1977-07-17;506478 [m3/s];1977
O200001001;1977-07-18;354620 [m3/s];1977
O200001001;1977-07-19;289533 [m3/s];1977
O200001001;1977-07-20;265360 [m3/s];1977
O200001001;1977-07-21;257160 [m3/s];1977
O200001001;1977-07-22;261144 [m3/s];1977
O200001001;1977-07-23;230623 [m3/s];1977
O200001001;1977-07-24;201179 [m3/s];1977
O200001001;1977-07-25;185398 [m3/s];1977
O200001001;1977-07-26;198767 [m3/s];1977
O200001001;1977-07-27;188915 [m3/s];1977
O200001001;1977-07-28;172804 [m3/s];1977
O200001001;1977-07-29;188984 [m3/s];1977
O200001001;1977-07-30;791088 [m3/s];1977
O200001001;1977-07-31;892073 [m3/s];1977
O200001001;1977-08-01;940331 [m3/s];1977
O200001001;1977-08-02;557881 [m3/s];1977
O200001001;1977-08-03;404049 [m3/s];1977
O200001001;1977-08-04;336028 [m3/s];1977
O200001001;1977-08-05;291387 [m3/s];1977
O200001001;1977-08-06;258299 [m3/s];1977
O200001001;1977-08-07;432128 [m3/s];1977
O200001001;1977-08-08;400718 [m3/s];1977
O200001001;1977-08-09;302879 [m3/s];1977
O200001001;1977-08-10;273252 [m3/s];1977
O200001001;1977-08-11;248147 [m3/s];1977
O200001001;1977-08-12;238653 [m3/s];1977
O200001001;1977-08-13;234322 [m3/s];1977
O200001001;1977-08-14;211877 [m3/s];1977
O200001001;1977-08-15;192012 [m3/s];1977
O200001001;1977-08-16;174889 [m3/s];1977
O200001001;1977-08-17;182010 [m3/s];1977
O200001001;1977-08-18;180143 [m3/s];1977
O200001001;1977-08-19;170538 [m3/s];1977
O200001001;1977-08-20;160297 [m3/s];1977
O200001001;1977-08-21;176647 [m3/s];1977
O200001001;1977-08-22;165432 [m3/s];1977
O200001001;1977-08-23;184860 [m3/s];1977
O200001001;1977-08-24;183543 [m3/s];1977
O200001001;1977-08-25;165692 [m3/s];1977
O200001001;1977-08-26;161971 [m3/s];1977
O200001001;1977-08-27;159549 [m3/s];1977
O200001001;1977-08-28;183606 [m3/s];1977
O200001001;1977-08-29;218713 [m3/s];1977
O200001001;1977-08-30;297658 [m3/s];1977
O200001001;1977-08-31;233388 [m3/s];1977
O200001001;1977-09-01;214969 [m3/s];1977
O200001001;1977-09-02;198095 [m3/s];1977
O200001001;1977-09-03;175671 [m3/s];1977
O200001001;1977-09-04;152093 [m3/s];1977
O200001001;1977-09-05;136051 [m3/s];1977
O200001001;1977-09-06;140919 [m3/s];1977
O200001001;1977-09-07;132226 [m3/s];1977
O200001001;1977-09-08;131455 [m3/s];1977
O200001001;1977-09-09;122103 [m3/s];1977
O200001001;1977-09-10;121219 [m3/s];1977
O200001001;1977-09-11;108046 [m3/s];1977
O200001001;1977-09-12;103999 [m3/s];1977
O200001001;1977-09-13;90310 [m3/s];1977
O200001001;1977-09-14;107320 [m3/s];1977
O200001001;1977-09-15;111129 [m3/s];1977
O200001001;1977-09-16;98366 [m3/s];1977
O200001001;1977-09-17;92834 [m3/s];1977
O200001001;1977-09-18;90172 [m3/s];1977
O200001001;1977-09-19;78135 [m3/s];1977
O200001001;1977-09-20;89652 [m3/s];1977
O200001001;1977-09-21;84108 [m3/s];1977
O200001001;1977-09-22;77599 [m3/s];1977
O200001001;1977-09-23;84639 [m3/s];1977
O200001001;1977-09-24;76949 [m3/s];1977
O200001001;1977-09-25;71106 [m3/s];1977
O200001001;1977-09-26;55266 [m3/s];1977
O200001001;1977-09-27;65674 [m3/s];1977
O200001001;1977-09-28;65869 [m3/s];1977
O200001001;1977-09-29;66007 [m3/s];1977
O200001001;1977-09-30;68491 [m3/s];1977
O200001001;1977-10-01;67379 [m3/s];1977
O200001001;1977-10-02;59200 [m3/s];1977
O200001001;1977-10-03;52324 [m3/s];1977
O200001001;1977-10-04;52659 [m3/s];1977
O200001001;1977-10-05;57496 [m3/s];1977
O200001001;1977-10-06;54290 [m3/s];1977
O200001001;1977-10-07;74750 [m3/s];1977
O200001001;1977-10-08;130447 [m3/s];1977
O200001001;1977-10-09;91617 [m3/s];1977
O200001001;1977-10-10;77577 [m3/s];1977
O200001001;1977-10-11;109289 [m3/s];1977
O200001001;1977-10-12;92500 [m3/s];1977
O200001001;1977-10-13;77768 [m3/s];1977
O200001001;1977-10-14;78571 [m3/s];1977
O200001001;1977-10-15;78727 [m3/s];1977
O200001001;1977-10-16;62986 [m3/s];1977
O200001001;1977-10-17;54267 [m3/s];1977
O200001001;1977-10-18;66575 [m3/s];1977
O200001001;1977-10-19;70821 [m3/s];1977
O200001001;1977-10-20;94554 [m3/s];1977
O200001001;1977-10-21;100991 [m3/s];1977
O200001001;1977-10-22;179338 [m3/s];1977
O200001001;1977-10-23;180435 [m3/s];1977
O200001001;1977-10-24;134567 [m3/s];1977
O200001001;1977-10-25;138429 [m3/s];1977
O200001001;1977-10-26;117915 [m3/s];1977
O200001001;1977-10-27;107638 [m3/s];1977
O200001001;1977-10-28;93200 [m3/s];1977
O200001001;1977-10-29;90067 [m3/s];1977
O200001001;1977-10-30;79899 [m3/s];1977
O200001001;1977-10-31;66144 [m3/s];1977
O200001001;1977-11-01;75021 [m3/s];1977
O200001001;1977-11-02;65171 [m3/s];1977
O200001001;1977-11-03;86234 [m3/s];1977
O200001001;1977-11-04;84376 [m3/s];1977
O200001001;1977-11-05;79141 [m3/s];1977
O200001001;1977-11-06;63807 [m3/s];1977
O200001001;1977-11-07;54162 [m3/s];1977
O200001001;1977-11-08;68826 [m3/s];1977
O200001001;1977-11-09;64584 [m3/s];1977
O200001001;1977-11-10;62555 [m3/s];1977
O200001001;1977-11-11;63401 [m3/s];1977
O200001001;1977-11-12;54318 [m3/s];1977
O200001001;1977-11-13;51917 [m3/s];1977
O200001001;1977-11-14;53634 [m3/s];1977
O200001001;1977-11-15;92707 [m3/s];1977
O200001001;1977-11-16;150734 [m3/s];1977
O200001001;1977-11-17;182622 [m3/s];1977
O200001001;1977-11-18;211621 [m3/s];1977
O200001001;1977-11-19;164750 [m3/s];1977
O200001001;1977-11-20;118577 [m3/s];1977
O200001001;1977-11-21;101889 [m3/s];1977
O200001001;1977-11-22;110628 [m3/s];1977
O200001001;1977-11-23;102617 [m3/s];1977
O200001001;1977-11-24;101246 [m3/s];1977
O200001001;1977-11-25;98977 [m3/s];1977
O200001001;1977-11-26;118454 [m3/s];1977
O200001001;1977-11-27;89463 [m3/s];1977
O200001001;1977-11-28;75143 [m3/s];1977
O200001001;1977-11-29;94348 [m3/s];1977
O200001001;1977-11-30;97967 [m3/s];1977
O200001001;1977-12-01;93345 [m3/s];1977
O200001001;1977-12-02;87148 [m3/s];1977
O200001001;1977-12-03;88668 [m3/s];1977
O200001001;1977-12-04;86782 [m3/s];1977
O200001001;1977-12-05;73772 [m3/s];1977
O200001001;1977-12-06;93101 [m3/s];1977
O200001001;1977-12-07;89158 [m3/s];1977
O200001001;1977-12-08;154218 [m3/s];1977
O200001001;1977-12-09;206075 [m3/s];1977
O200001001;1977-12-10;160544 [m3/s];1977
O200001001;1977-12-11;163854 [m3/s];1977
O200001001;1977-12-12;141377 [m3/s];1977
O200001001;1977-12-13;158084 [m3/s];1977
O200001001;1977-12-14;140979 [m3/s];1977
O200001001;1977-12-15;127686 [m3/s];1977
O200001001;1977-12-16;119400 [m3/s];1977
O200001001;1977-12-17;111187 [m3/s];1977
O200001001;1977-12-18;101992 [m3/s];1977
O200001001;1977-12-19;80897 [m3/s];1977
O200001001;1977-12-20;102802 [m3/s];1977
O200001001;1977-12-21;99724 [m3/s];1977
O200001001;1977-12-22;99306 [m3/s];1977
O200001001;1977-12-23;94970 [m3/s];1977
O200001001;1977-12-24;100584 [m3/s];1977
O200001001;1977-12-25;87679 [m3/s];1977
O200001001;1977-12-26;75821 [m3/s];1977
